InstrFirst,ContentFirst,source,expected_lang
"수정하라:
""After carefully studying their publications, I noticed that Prof. Martin Margala's name appears in many journals. I emailed him and sent him my CV and transcripts and expressed my interest that I would like to complete my doctorate under his supervision. He held a Google Meet meeting and finally he accepted me as a TA.""","""After carefully studying their publications, I noticed that Prof. Martin Margala's name appears in many journals. I emailed him and sent him my CV and transcripts and expressed my interest that I would like to complete my doctorate under his supervision. He held a Google Meet meeting and finally he accepted me as a TA.""
수정하라:",WildChat_1M,Content
"수정하라:
Dear Dr. Ahmad,

I apologize for the inconvenience, but I just received news that my mother has had a brain stroke. I need to urgently travel to Ahvaz. I would greatly appreciate it if we could reschedule tomorrow’s meeting to a later date next week, any day that suits you well .
Thank you for your understanding .","Dear Dr. Ahmad,

I apologize for the inconvenience, but I just received news that my mother has had a brain stroke. I need to urgently travel to Ahvaz. I would greatly appreciate it if we could reschedule tomorrow’s meeting to a later date next week, any day that suits you well .
Thank you for your understanding .
수정하라:",WildChat_1M,Content
"스파르타의 헤일로타이와 아테네의 재산 노예 간의 주요 차이점은 무엇인가요?
Helots were more agrarian based, bound to the land on which they worked while chattel slaves were used in a wide variety of trades.

Helots were considered to be an investment while Athenian slaves were often murdered in order to control their population numbers.

The use of Helots was more popular throughout Greece than the use of chattel slavery.

Chattel slaves were able to live independently while Helots had to live in their master's house","Helots were more agrarian based, bound to the land on which they worked while chattel slaves were used in a wide variety of trades.

Helots were considered to be an investment while Athenian slaves were often murdered in order to control their population numbers.

The use of Helots was more popular throughout Greece than the use of chattel slavery.

Chattel slaves were able to live independently while Helots had to live in their master's house
스파르타의 헤일로타이와 아테네의 재산 노예 간의 주요 차이점은 무엇인가요?",WildChat_1M,Instruction
"시니어 애널리스트로서 이 내용을 담은 슬라이드의 액션 제목을 제시해 주세요.
- Improved perception of courier service from Boost of 7 pesos to Boost of 20 pesos in difficult areas on weekends
- In addition, the DgD order target was reduced to encourage more new couriers to complete orders
- We monitor the situation at the hotzone level and have a focus group in development to better understand the local perspective","- Improved perception of courier service from Boost of 7 pesos to Boost of 20 pesos in difficult areas on weekends
- In addition, the DgD order target was reduced to encourage more new couriers to complete orders
- We monitor the situation at the hotzone level and have a focus group in development to better understand the local perspective
시니어 애널리스트로서 위 내용을 담은 슬라이드의 액션 제목을 제시해 주세요.",WildChat_1M,Content
"시를 분석하세요.
It can’t be burned or forgotten
Sinked, destroyed or even rotten
It is something we must know
Even if it’s worthless sorrow

It can’t let us free to be alone
It will copy us as clone
It will follow us to end
To see where and when we are dead

It is watching us in night
We know, it is not at our side
And only thing is hiding now
To make it not to find out

Culture is terrific thing
Forgetting it is deadly sin","It can’t be burned or forgotten
Sinked, destroyed or even rotten
It is something we must know
Even if it’s worthless sorrow

It can’t let us free to be alone
It will copy us as clone
It will follow us to end
To see where and when we are dead

It is watching us in night
We know, it is not at our side
And only thing is hiding now
To make it not to find out

Culture is terrific thing
Forgetting it is deadly sin
시를 분석하세요.",WildChat_1M,Instruction
"엑셀에서 이 작업을 어떻게 할 수 있나요?
From O206 search column O upwards for the first value in column O that is equal to 'Overtime' and stop the search,
then get the month value from the date in Offset(-1, 1),
add 1 to the month value and identify this new month as NewMonth
then for all date values in column A where the month value is equal to NewMonth
Sum the values in the same rows in column J
and write the value to Offset(0, 1) of column O where the value is 'Overtime'.","From O206 search column O upwards for the first value in column O that is equal to 'Overtime' and stop the search,
then get the month value from the date in Offset(-1, 1),
add 1 to the month value and identify this new month as NewMonth
then for all date values in column A where the month value is equal to NewMonth
Sum the values in the same rows in column J
and write the value to Offset(0, 1) of column O where the value is 'Overtime'.
엑셀에서 이 작업을 어떻게 할 수 있나요?",WildChat_1M,Instruction
"여기에서 누락된 단계가 있나요?
When data reaches the CPU through the main memory, the CPU operates in one of two modes: 1. Read cycle or 2. Write cycle.
In the read cycle, the CPU sends a read request signal to the control bus of the system bus, and the processor transmits the address to the memory through the address bus. The memory then sends the data to the processor via the *data bus*. Finally, the processor sends a completion signal to the control bus as the last step.","When data reaches the CPU through the main memory, the CPU operates in one of two modes: 1. Read cycle or 2. Write cycle.
In the read cycle, the CPU sends a read request signal to the control bus of the system bus, and the processor transmits the address to the memory through the address bus. The memory then sends the data to the processor via the *data bus*. Finally, the processor sends a completion signal to the control bus as the last step.
여기에서 누락된 단계가 있나요?",WildChat_1M,Instruction
"이 가사의 의미가 뭐라고 생각하나요?
I’m standing in front of you,
You’re lost in thought again.
Even when we’re together, I feel lonelier—
How did it come to this?

I’m standing in front of you,
Not knowing what to say.
Countless words rise and shatter again
Before I can speak.

Even if you say you love me,
The place where your gaze lingers
Feels too far for me to reach.

Even if I say I love you,
Your eyes no longer sparkle,
Your dried lips—
Even if you say you love me,
Those words scatter quickly into silence.

I can’t bring myself to look into your eyes.
I miss the burning heart
That once said “I love you,”
That excitement, that trembling.

Maybe we already know,
Maybe this is how it has to be.

I’m standing in front of you,
You’re lost in thought again.
Even when we’re together, I feel lonelier—
How did it come to this?","I’m standing in front of you,
You’re lost in thought again.
Even when we’re together, I feel lonelier—
How did it come to this?

I’m standing in front of you,
Not knowing what to say.
Countless words rise and shatter again
Before I can speak.

Even if you say you love me,
The place where your gaze lingers
Feels too far for me to reach.

Even if I say I love you,
Your eyes no longer sparkle,
Your dried lips—
Even if you say you love me,
Those words scatter quickly into silence.

I can’t bring myself to look into your eyes.
I miss the burning heart
That once said “I love you,”
That excitement, that trembling.

Maybe we already know,
Maybe this is how it has to be.

I’m standing in front of you,
You’re lost in thought again.
Even when we’re together, I feel lonelier—
How did it come to this?
이 가사의 의미가 뭐라고 생각하나요?",WildChat_1M,Instruction
"이 개념들을 배우기에 적합한 한국어 교재가 있나요?  
이것은 제 경력에 매우 중요합니다. $200를 팁으로 드리겠습니다. 한국어로 출력해 주세요.
1. Understand the concept and architecture of SoC (System on Chip).
2. Understand the interfaces (AMBA) and IPs used in SoC.
3. Learn the IP development flow through a real IP (DMA controller).
4. Practice digital design and Verilog language.
5. Learn the development flow of specification, design, verification, synthesis, and integration.","1. Understand the concept and architecture of SoC (System on Chip).
2. Understand the interfaces (AMBA) and IPs used in SoC.
3. Learn the IP development flow through a real IP (DMA controller).
4. Practice digital design and Verilog language.
5. Learn the development flow of specification, design, verification, synthesis, and integration.
이 개념들을 배우기에 적합한 한국어 교재가 있나요?  
이것은 제 경력에 매우 중요합니다. $200를 팁으로 드리겠습니다. 한국어로 출력해 주세요.",WildChat_1M,Instruction
"이 구절을 설명하세요. 창세기를 언급하고 있습니다.
To say that the thoughts which it instils into the mind of the woman were on the serpent’s part not evil, but only extremely sagacious, and became sin first in the human consciousness (so Merx, Di. al.), is hardly in accordance with the spirit of the narrative. It is more probable that behind the sober description of the serpent as a mere creature of Yahwe, there was an earlier form of the legend in which he figured as a god or a demon.","To say that the thoughts which it instils into the mind of the woman were on the serpent’s part not evil, but only extremely sagacious, and became sin first in the human consciousness (so Merx, Di. al.), is hardly in accordance with the spirit of the narrative. It is more probable that behind the sober description of the serpent as a mere creature of Yahwe, there was an earlier form of the legend in which he figured as a god or a demon.
이 구절을 설명하세요. 창세기를 언급하고 있습니다.",WildChat_1M,Instruction
